Giá bán,Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất
"2,25 tỷ",Long An,Xã Mỹ Hạnh Bắc,50,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,2,,
23 tỷ,Tp Hồ Chí Minh,Phường 10,100,Nhà phố liền kề,Đã có sổ,,5,20,4,,,
"5,6 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,72,"Nhà ngõ, hẻm",Đã có sổ,,4,18,3,,3,
820 triệu,Bình Dương,Phường Thái Hòa,50,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,4,12.3,2,2,,
5 tỷ,Tp Hồ Chí Minh,Phường Bình Hưng Hòa,65,"Nhà ngõ, hẻm",Đã có sổ,,4,16,3,2,2,Hoàn thiện cơ bản
"7,15 tỷ",Tp Hồ Chí Minh,Phường 3,65,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"5,28 tỷ",Tp Hồ Chí Minh,Phường 24,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,3,3,2,Nội thất đầy đủ
"4,65 tỷ",Hà Nội,Thị trấn Trạm Trôi,33,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,5,Nội thất đầy đủ
8 tỷ,Hà Nội,Phường Hoàng Liệt,36,"Nhà ngõ, hẻm",Đã có sổ,,4,,4,,,Nội thất đầy đủ
"4,2 tỷ",Tp Hồ Chí Minh,Phường Long Phước (Quận 9 cũ),50,"Nhà ngõ, hẻm",Đã có sổ,,4.07,12.24,3,3,,
"4,6 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,48,"Nhà ngõ, hẻm",Đã có sổ,,4,12,4,3,3,
"12,5 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,114,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,6,19,5,5,3,Nội thất cao cấp
"4,45 tỷ",Đà Nẵng,Phường Nam Dương,66,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,2,Nội thất đầy đủ
"12,9 tỷ",Tp Hồ Chí Minh,Phường 12,68,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,17,6,Nhiều hơn 6,6,Nội thất cao cấp
4 tỷ,Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,45.5,"Nhà ngõ, hẻm",Đã có sổ,,3.5,13,3,2,,
"2,55 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,30,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,7,2,2,,
"9,15 tỷ",Tp Hồ Chí Minh,Phường 12,78,"Nhà ngõ, hẻm",Đã có sổ,,4.5,18,4,5,4,Nội thất cao cấp
"14,999 tỷ",Tp Hồ Chí Minh,Phường 16,132,"Nhà ngõ, hẻm",Đã có sổ,,4.1,32,nhiều hơn 10,Nhiều hơn 6,5,Nội thất đầy đủ
"2,15 tỷ",Bình Dương,Phường Tân Bình,58,"Nhà ngõ, hẻm",Đã có sổ,,6.2,,2,1,,
"1,9 tỷ",Tp Hồ Chí Minh,Phường 21,10,"Nhà ngõ, hẻm",Đã có sổ,,2.5,3.8,2,1,,
"9,9 tỷ",Khánh Hòa,Phường Phước Hòa,71,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,,,4,2,3,Nội thất đầy đủ
"4,15 tỷ",Tp Hồ Chí Minh,Phường Tân Thuận Tây,32,"Nhà ngõ, hẻm",Đã có sổ,,4,8,2,2,,
850 triệu,Đồng Nai,Phường Bửu Long,136,"Nhà mặt phố, mặt tiền",Đã có sổ,,8.5,16,4,2,,Nội thất cao cấp
"1,98 tỷ",Tp Hồ Chí Minh,Phường 12,12,"Nhà ngõ, hẻm",Đã có sổ,,3.5,5,2,2,1,
"5,95 tỷ",Bình Dương,Phường Bình Chuẩn,74,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4,18,4,5,2,Nội thất cao cấp
"5,8 tỷ",Tp Hồ Chí Minh,Phường 3,40,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
9 tỷ,Hà Nội,Phường Giảng Võ,40,"Nhà ngõ, hẻm",Đã có sổ,,4,,6,4,5,Nội thất đầy đủ
13 tỷ,Tp Hồ Chí Minh,Phường 15,60,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,4,15,5,1,3,
"2,35 tỷ",Đồng Nai,Phường Bửu Hòa,93,"Nhà ngõ, hẻm",Đã có sổ,Đông,4.4,20,2,1,,Hoàn thiện cơ bản
"29,4 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông B,293.6,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,,,2,,,
"6,5 tỷ",Cần Thơ,Phường An Khánh,90,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,4.5,20,3,3,2,Nội thất cao cấp
"23,5 tỷ",Tp Hồ Chí Minh,Phường 25,125,"Nhà ngõ, hẻm",Đã có sổ,,8,17,10,,,
"6,3 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,4,5,,
"14,5 tỷ",Tp Hồ Chí Minh,Phường 8,43.6,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,3,14.5,3,3,3,Hoàn thiện cơ bản
12 tỷ,Tp Hồ Chí Minh,Phường 14,68,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,17,4,4,4,Nội thất cao cấp
"3,78 tỷ",Tp Hồ Chí Minh,Phường Tân Phú,36,"Nhà ngõ, hẻm",Đã có sổ,,6.4,6,2,1,2,
"5,55 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,64,"Nhà ngõ, hẻm",Đã có sổ,,5,12,5,5,3,Nội thất cao cấp
9 tỷ,Tp Hồ Chí Minh,Phường Tân Thuận Đông,72,"Nhà ngõ, hẻm",Đã có sổ,,,,nhiều hơn 10,,,
"5,8 tỷ",Tp Hồ Chí Minh,Phường 1,21,"Nhà ngõ, hẻm",Đã có sổ,,3,8,5,4,,Nội thất cao cấp
"1,17 tỷ",Vĩnh Long,Thị trấn Long Hồ,123,Nhà biệt thự,Đã có sổ,Tây Nam,5,24.5,2,1,,Hoàn thiện cơ bản
"29,5 tỷ",Đồng Nai,Phường Tam Hiệp,534,Nhà biệt thự,Đã có sổ,,,,4,5,,
"9,8 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,64,"Nhà ngõ, hẻm",Đã có sổ,Nam,4,16,5,5,4,Nội thất cao cấp
"3,9 tỷ",Tp Hồ Chí Minh,Phường 15,75,"Nhà ngõ, hẻm",Đã có sổ,,5,15,2,2,1,
"3,5 tỷ",Tp Hồ Chí Minh,Phường 14,42,"Nhà ngõ, hẻm",Đã có sổ,,5,9,2,2,2,
"3,95 tỷ",Hải Phòng,Phường Đằng Lâm,52,"Nhà ngõ, hẻm",Đã có sổ,Tây,4,13,4,3,4,Nội thất cao cấp
4 tỷ,Tp Hồ Chí Minh,Phường 10,45,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
"3,9 tỷ",Tp Hồ Chí Minh,Phường Hòa Thạnh,33.6,"Nhà ngõ, hẻm",Đã có sổ,Nam,4.2,8,2,2,1,Hoàn thiện cơ bản
"6,95 tỷ",Tp Hồ Chí Minh,Phường 8,44,"Nhà ngõ, hẻm",Đã có sổ,,4,11,4,,,
"3,75 tỷ",Tp Hồ Chí Minh,Phường Tân Thuận Tây,25,"Nhà ngõ, hẻm",Đã có sổ,,3.4,8,3,3,2,
9 tỷ,Tp Hồ Chí Minh,Phường Tân Thuận Đông,72,"Nhà ngõ, hẻm",Đã có sổ,,,,nhiều hơn 10,,,
"6,7 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,5,5,5,Nội thất cao cấp
"4,05 tỷ",Tp Hồ Chí Minh,Phường Tăng Nhơn Phú B (Quận 9 cũ),40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,2,2,2,
"5,65 tỷ",Tp Hồ Chí Minh,Phường 11,45,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,5.3,9.3,2,2,1,Hoàn thiện cơ bản
"11,5 tỷ",Đà Nẵng,Phường Hòa Cường Nam,88,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,,4,4,3,Nội thất cao cấp
"5,9 tỷ",Tp Hồ Chí Minh,Phường 11,25,"Nhà ngõ, hẻm",Đã có sổ,,3.4,,3,,3,
"4,25 tỷ",Bình Dương,Phường Bình An,77,"Nhà ngõ, hẻm",Đã có sổ,,4,17,3,3,2,Nội thất cao cấp
"6,85 tỷ",Tp Hồ Chí Minh,Phường 14,54,"Nhà ngõ, hẻm",Đã có sổ,,3.5,15,2,2,,
12 tỷ,Tp Hồ Chí Minh,Phường Hiệp Tân,84,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,24,1,1,1,Nội thất đầy đủ
"1,2 tỷ",Tp Hồ Chí Minh,Phường Thạnh Xuân,32,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,4,8,3,,2,
"10,5 tỷ",Tp Hồ Chí Minh,Phường Tây Thạnh,64,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,16,5,,,
12 tỷ,Tp Hồ Chí Minh,Phường Bình Trị Đông B,84,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,21,4,5,4,
"1,88 tỷ",Tp Hồ Chí Minh,Phường 10,10,"Nhà ngõ, hẻm",Đã có sổ,Đông,,,2,1,3,Hoàn thiện cơ bản
"6,38 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Hiệp,56,"Nhà ngõ, hẻm",Đã có sổ,,4,14.5,4,5,,Nội thất cao cấp
"10,49 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,121,"Nhà ngõ, hẻm",Đã có sổ,,5.5,23,5,,,Nội thất cao cấp
"8,39 tỷ",Tp Hồ Chí Minh,Phường An Lạc A,55,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,13.5,3,3,2,Nội thất cao cấp
"1,3 tỷ",Tp Hồ Chí Minh,Phường 13,15,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,,
,,,,,,,,,,,,
"8,888 tỷ",Tp Hồ Chí Minh,Phường Hiệp Tân,82,"Nhà ngõ, hẻm",Đã có sổ,,4,21,3,3,2,Nội thất đầy đủ
"3,65 tỷ",Tp Hồ Chí Minh,Phường 14,36,"Nhà ngõ, hẻm",Đã có sổ,,3.3,10.8,2,2,2,Nội thất cao cấp
"7,8 tỷ",Hà Nội,Phường Khương Thượng,35,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,5,Nội thất cao cấp
16 tỷ,Tp Hồ Chí Minh,Xã Bình Hưng,100,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,20,5,6,4,Hoàn thiện cơ bản
"9,1 tỷ",Tp Hồ Chí Minh,Phường 10,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,4,4,4,
"3,2 tỷ",Tp Hồ Chí Minh,Phường Phú Thọ Hòa,26,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,6,2,2,2,Nội thất đầy đủ
"3,85 tỷ",Tp Hồ Chí Minh,Phường Tân Sơn Nhì,40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,2,2,2,
"3,45 tỷ",Đà Nẵng,Phường Hòa Thọ Tây,80,"Nhà ngõ, hẻm",Đã có sổ,Đông,5,16,3,2,2,Nội thất cao cấp
"1,75 tỷ",Tp Hồ Chí Minh,Phường 11,10,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
39 tỷ,Bình Dương,Phường An Bình,464,"Nhà ngõ, hẻm",Đã có sổ,,10,,nhiều hơn 10,Nhiều hơn 6,4,
4 tỷ,Hà Nội,Phường Giảng Võ,15,"Nhà ngõ, hẻm",Đã có sổ,,,,3,3,,
"12,5 tỷ",Đà Nẵng,Phường Thọ Quang,117,"Nhà mặt phố, mặt tiền",Đang chờ sổ,Tây,5,23.5,3,,2,Nội thất cao cấp
3 tỷ,Đà Nẵng,Phường Hòa Thọ Tây,116,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,2,
"13,5 tỷ",Đà Nẵng,Phường Hòa Khánh Bắc,94,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,6.25,14.88,3,3,3,Hoàn thiện cơ bản
"4,95 tỷ",Tp Hồ Chí Minh,Phường 15,38,"Nhà ngõ, hẻm",Đã có sổ,,3.8,10,2,2,2,Nội thất cao cấp
"5,95 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,3,4,4,Nội thất cao cấp
"6,49 tỷ",Tp Hồ Chí Minh,Phường Hòa Thạnh,60,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,7,8,3,2,2,Nội thất cao cấp
"5,98 tỷ",Tp Hồ Chí Minh,Phường 13,52,"Nhà ngõ, hẻm",Đã có sổ,,4.5,11.5,4,5,4,Hoàn thiện cơ bản
"3,7 tỷ",Bình Dương,Phường Bình Chuẩn,60,Nhà phố liền kề,Đã có sổ,,4,15,4,3,2,
5 tỷ,Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,53,"Nhà mặt phố, mặt tiền",Đã có sổ,,5.5,9.5,4,5,4,
"4,75 tỷ",Bình Dương,Phường An Phú,67.5,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4.5,15,4,4,3,Nội thất cao cấp
"8,5 tỷ",Tp Hồ Chí Minh,Phường 5,38,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,,
"20,75 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,171,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,9.5,18,nhiều hơn 10,Nhiều hơn 6,4,Nội thất đầy đủ
"4,2 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,32,"Nhà ngõ, hẻm",Đã có sổ,,3,11,4,,4,
"6,79 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,4,5,3,Nội thất cao cấp
"8,5 tỷ",Tp Hồ Chí Minh,Phường 2,67,"Nhà ngõ, hẻm",Đã có sổ,,3,21,3,4,4,
"6,6 tỷ",Tp Hồ Chí Minh,Phường Tân Tạo,54,"Nhà ngõ, hẻm",Đã có sổ,,4,14,4,5,4,Nội thất cao cấp
"1,565 tỷ",Đắk Lắk,Phường Khánh Xuân,95,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5,19,2,1,1,Nội thất đầy đủ
"5,59 tỷ",Hà Nội,Phường Bạch Mai,25,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,,Nội thất đầy đủ
"3,8 tỷ",Đồng Nai,Phường Bửu Hòa,82,Nhà phố liền kề,Đã có sổ,,4.2,19,3,3,2,Nội thất cao cấp
"9,8 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,85,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,17,6,6,4,Nội thất cao cấp
"6,7 tỷ",Tp Hồ Chí Minh,Phường 2,40,"Nhà ngõ, hẻm",Đã có sổ,,,,2,3,2,Nội thất đầy đủ
"7,385 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,81,"Nhà ngõ, hẻm",Đã có sổ,,9,9,3,3,2,Nội thất đầy đủ
"2,25 tỷ",Đồng Nai,Phường Phước Tân,85,"Nhà ngõ, hẻm",Đã có sổ,,5,17,3,2,2,Nội thất đầy đủ
"14,9 tỷ",Tp Hồ Chí Minh,Phường 1,63,"Nhà ngõ, hẻm",Đã có sổ,,4,16,5,5,,
"6,9 tỷ",Tp Hồ Chí Minh,Phường Thạnh Lộc,63,"Nhà ngõ, hẻm",Đã có sổ,,4.5,14,4,5,,
"6,7 tỷ",Tp Hồ Chí Minh,Phường 1,53.5,"Nhà ngõ, hẻm",Đã có sổ,,3.8,,4,3,4,Nội thất đầy đủ
"6,2 tỷ",Tp Hồ Chí Minh,Phường Long Trường (Quận 9 cũ),120,"Nhà mặt phố, mặt tiền",Đã có sổ,,7.2,,4,,,
"4,1 tỷ",Tp Hồ Chí Minh,Phường 11,39,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,2,Nội thất đầy đủ
"1,85 tỷ",Tp Hồ Chí Minh,Phường 8,14,"Nhà ngõ, hẻm",Đã có sổ,,,,1,1,2,
"5,5 tỷ",Tp Hồ Chí Minh,Phường 16,52,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,3,4,Hoàn thiện cơ bản
"4,5 tỷ",Bình Dương,Phường An Phú,65,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,4.5,15,4,3,3,Nội thất cao cấp
"4,6 tỷ",Tp Hồ Chí Minh,Phường Phú Thuận,64,Nhà phố liền kề,Đã có sổ,,4,14,2,2,2,Hoàn thiện cơ bản
"3,3 tỷ",Tp Hồ Chí Minh,Phường Phú Thạnh,26,"Nhà ngõ, hẻm",Đã có sổ,,3.3,8,4,3,3,
"6,8 tỷ",Tp Hồ Chí Minh,Phường 8,72,"Nhà ngõ, hẻm",Đã có sổ,,4,18,4,4,3,Nội thất cao cấp
"8,3 tỷ",Tp Hồ Chí Minh,Xã Tân Hiệp,118.3,"Nhà mặt phố, mặt tiền",Đã có sổ,,6.03,19.6,3,1,,Bàn giao thô
8 tỷ,Tp Hồ Chí Minh,Phường 3,56,"Nhà ngõ, hẻm",Đã có sổ,,4.2,14,4,3,3,Nội thất đầy đủ
"12,2 tỷ",Hà Nội,Phường Vĩnh Hưng,46,"Nhà ngõ, hẻm",Đã có sổ,,,,4,4,5,Nội thất cao cấp
"5,35 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,87,"Nhà ngõ, hẻm",Đã có sổ,,5,17.5,3,3,2,Nội thất đầy đủ
"6,99 tỷ",Hà Nội,Phường Xuân Phương,40,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,3.5,12,5,4,5,Nội thất đầy đủ
5 tỷ,Tp Hồ Chí Minh,Phường Tân Thới Hòa,31,"Nhà mặt phố, mặt tiền",Đã có sổ,,2.2,14,1,,,Hoàn thiện cơ bản
"2,7 tỷ",Tp Hồ Chí Minh,Xã Trung Chánh,90,"Nhà ngõ, hẻm",Đã có sổ,,5,18,3,,,Nội thất cao cấp
"6,5 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,64,Nhà phố liền kề,Đã có sổ,,4,16,7,Nhiều hơn 6,4,Nội thất đầy đủ
"7,9 tỷ",Tp Hồ Chí Minh,Phường Thới An,72,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,18,5,6,4,Nội thất cao cấp
165 triệu,Hà Nội,Xã Vân Canh,100,Nhà phố liền kề,Đang chờ sổ,,5,20,4,,4,
"3,4 tỷ",Tp Hồ Chí Minh,Xã Trung Chánh,90,"Nhà ngõ, hẻm",Đã có sổ,,5,18,3,,,
"8,9 tỷ",Tp Hồ Chí Minh,Phường 14,64,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,4,16,4,5,3,Nội thất cao cấp
"5,18 tỷ",Tp Hồ Chí Minh,Phường 4,50,"Nhà ngõ, hẻm",Đã có sổ,,,17,4,,,
"7,9 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,67,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,16.8,2,1,,Nội thất đầy đủ
"2,89 tỷ",Đồng Nai,Phường An Bình,64,"Nhà ngõ, hẻm",Đã có sổ,,4.5,14,3,2,,
"6,5 tỷ",Hà Nội,Phường Lĩnh Nam,35,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,5,
"5,76 tỷ",Tp Hồ Chí Minh,Phường Tăng Nhơn Phú A (Quận 9 cũ),76,"Nhà ngõ, hẻm",Đã có sổ,,4.5,17,3,3,3,Hoàn thiện cơ bản
"6,18 tỷ",Bình Dương,Phường Lái Thiêu,64,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,16,4,4,,
"4,9 tỷ",Cần Thơ,Phường Lê Bình,71.2,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,4,17,1,1,,
"4,95 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,3,2,3,Nội thất đầy đủ
"8,6 tỷ",Tp Hồ Chí Minh,Phường 17,75,"Nhà ngõ, hẻm",Đã có sổ,,5,,3,,,Nội thất cao cấp
"4,5 tỷ",Tp Hồ Chí Minh,Phường 4,50,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"7,5 tỷ",Tp Hồ Chí Minh,Phường Bình Trưng Đông (Quận 2 cũ),84,"Nhà ngõ, hẻm",Đã có sổ,,4,21,4,3,3,Nội thất đầy đủ
"14,3 tỷ",Tp Hồ Chí Minh,Xã Thới Tam Thôn,303,Nhà biệt thự,Đã có sổ,,15,20,5,5,2,Nội thất cao cấp
"3,7 tỷ",Bình Dương,Phường Phú Mỹ,140,"Nhà mặt phố, mặt tiền",Đã có sổ,,6,27,2,2,,Nội thất đầy đủ
"11,7 tỷ",Tp Hồ Chí Minh,Phường Phước Bình (Quận 9 cũ),88,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,22,4,4,4,Nội thất đầy đủ
"8,7 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,117.2,"Nhà ngõ, hẻm",Đã có sổ,Tây,4,29.2,6,3,3,Bàn giao thô
"3,6 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Nhất,44,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4,11,2,2,2,
"2,25 tỷ",Tp Hồ Chí Minh,Xã Tân Thông Hội,193,"Nhà ngõ, hẻm",Đã có sổ,,5.12,37,2,1,,
"5,7 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,63,"Nhà ngõ, hẻm",Đã có sổ,,4.5,14,4,5,4,Nội thất cao cấp
"3,25 tỷ",Tp Hồ Chí Minh,Phường Trung Mỹ Tây,37.6,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,5,8,2,2,2,
"3,75 tỷ",Bình Dương,Phường Tân Bình,103,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,15 tỷ",Tp Hồ Chí Minh,Xã Thới Tam Thôn,56,"Nhà ngõ, hẻm",Đã có sổ,Tây,4,14,4,3,4,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,699 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông A,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,5,4,4,
,,,,,,,,,,,,
36 tỷ,Đà Nẵng,Phường Thạc Gián,281.6,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,10.14,28,nhiều hơn 10,Nhiều hơn 6,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,4 tỷ",Tp Hồ Chí Minh,Phường Sơn Kỳ,68,"Nhà ngõ, hẻm",Đã có sổ,,4,17,2,,,
"1,97 tỷ",Bình Dương,Phường Mỹ Phước,85,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,,3,3,3,Nội thất đầy đủ
,,,,,,,,,,,,
"4,8 tỷ",Tp Hồ Chí Minh,Phường Bình Chiểu (Quận Thủ Đức cũ),52,"Nhà ngõ, hẻm",Đã có sổ,,,,3,3,3,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,1 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,68,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"13,8 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),123,Nhà biệt thự,Đã có sổ,,7.7,16,3,2,,Nội thất cao cấp
"3,9 tỷ",Tp Hồ Chí Minh,Phường 6,40,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,5,8,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"16,2 tỷ",Tp Hồ Chí Minh,Phường Hiệp Tân,76,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,5,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,6 tỷ",Tp Hồ Chí Minh,Phường 8,34,"Nhà ngõ, hẻm",Đã có sổ,,3,12,2,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,37 tỷ",Tp Hồ Chí Minh,Phường Tân Quy,15,"Nhà ngõ, hẻm",Đang chờ sổ,Nam,3,5,2,3,2,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"19,98 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,520,"Nhà ngõ, hẻm",Đã có sổ,,13.5,42,2,,,
4 tỷ,Tp Hồ Chí Minh,Phường Long Thạnh Mỹ (Quận 9 cũ),60,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,2,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,9 tỷ",Tp Hồ Chí Minh,Phường 12,55,"Nhà ngõ, hẻm",Đã có sổ,,4.2,13,2,2,,
,,,,,,,,,,,,
"4,89 tỷ",Tp Hồ Chí Minh,Phường 11,50,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,3,16.5,3,2,2,Nội thất cao cấp
